filename,URL,folder,MD5
kspace_gre.cfl,https://copy.com/SJ6kOOuyO6ZuvGBw,./,e679d337f141ee3d0229a038c728ba82
kspace_gre.hdr,https://copy.com/pHGc70gJPcUSdkJu,./,fd349f58cb68721e830465b6b8bfd71f
kspace_wave.cfl,https://copy.com/UgDfvkgamvOCXYd2,./,2d0b2ef80ccac37260b1d07e728e8bc3
kspace_wave.hdr,https://copy.com/JgXzKuhO714YrGMl,./,fd349f58cb68721e830465b6b8bfd71f
psf.cfl,https://copy.com/2srMIxewiYYe30gS,./,0eaa1ef273ae1a348ad463996cc7a04a
psf.hdr,https://copy.com/fX21hZW3Of4xam7b,./,32c45b92eb82a378a17538674d498b40
